product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,about_product,review_content
P100878,Chargers Model 1878,Electronics|Mobiles&Accessories|Chargers,₹557,"₹1,347",58.6%,3.4,"8,483",Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices.,Customers say: Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices. Overall a 3.4-star experience.
P100879,Cables Model 1879,Computers&Accessories|Accessories|Cables,₹207,₹272,23.7%,4.3,"15,241",High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors.,Customers say: High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors. Overall a 4.3-star experience.
P100880,Speakers Model 1880,Electronics|HomeTheater|Speakers,₹839,"₹3,603",76.7%,3.1,"2,730","Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design.","Customers say: Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design. Overall a 3.1-star experience."
P100881,SmartWatches Model 1881,Electronics|WearableTech|SmartWatches,"₹1,316","₹4,603",71.4%,3.6,"3,421","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 3.6-star experience."
P100882,SmartWatches Model 1882,Electronics|WearableTech|SmartWatches,₹538,"₹1,603",66.4%,3.7,"16,984","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 3.7-star experience."
P100883,Speakers Model 1883,Electronics|HomeTheater|Speakers,₹945,"₹2,875",67.1%,3.6,"21,771","Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design.","Customers say: Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design. Overall a 3.6-star experience."
P100884,Accessories Model 1884,Electronics|Cameras|Accessories,₹754,"₹1,525",50.5%,3.8,"4,612","Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards.","Customers say: Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards. Overall a 3.8-star experience."
P100885,In-Ear Model 1885,Electronics|Headphones|In-Ear,"₹1,173","₹1,698",30.9%,4.7,"12,040","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 4.7-star experience."
P100886,Accessories Model 1886,Electronics|Cameras|Accessories,₹896,"₹1,860",51.8%,4.2,"10,501","Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards.","Customers say: Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards. Overall a 4.2-star experience."
P100887,Speakers Model 1887,Electronics|HomeTheater|Speakers,₹979,"₹1,666",41.2%,4.1,753,"Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design.","Customers say: Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design. Overall a 4.1-star experience."
P100888,Vacuum Model 1888,Home&Kitchen|HomeAppliances|Vacuum,"₹6,630","₹10,248",35.3%,5.0,"9,725","Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter.","Customers say: Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter. Overall a 5.0-star experience."
P100889,Speakers Model 1889,Electronics|HomeTheater|Speakers,"₹2,102","₹3,768",44.2%,4.1,"4,099","Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design.","Customers say: Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design. Overall a 4.1-star experience."
P100890,Printers Model 1890,OfficeProducts|OfficeElectronics|Printers,"₹4,000","₹13,117",69.5%,3.8,"12,524","Compact wireless printer with fast print speeds, mobile printing, and low running costs.","Customers say: Compact wireless printer with fast print speeds, mobile printing, and low running costs. Overall a 3.8-star experience."
P100891,Printers Model 1891,OfficeProducts|OfficeElectronics|Printers,"₹5,976","₹16,600",64.0%,4.1,"6,837","Compact wireless printer with fast print speeds, mobile printing, and low running costs.","Customers say: Compact wireless printer with fast print speeds, mobile printing, and low running costs. Overall a 4.1-star experience."
P100892,Accessories Model 1892,Electronics|Cameras|Accessories,₹720,"₹1,307",44.9%,4.5,"2,625","Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards.","Customers say: Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards. Overall a 4.5-star experience."
P100893,Accessories Model 1893,Electronics|Cameras|Accessories,₹740,"₹1,353",45.3%,4.2,"5,165","Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards.","Customers say: Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards. Overall a 4.2-star experience."
P100894,In-Ear Model 1894,Electronics|Headphones|In-Ear,₹538,"₹1,000",46.1%,3.8,"1,528","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 3.8-star experience."
P100895,SmartWatches Model 1895,Electronics|WearableTech|SmartWatches,"₹6,803","₹11,099",38.7%,4.6,"20,367","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 4.6-star experience."
P100896,Chargers Model 1896,Electronics|Mobiles&Accessories|Chargers,₹435,₹822,47.0%,3.6,570,Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices.,Customers say: Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices. Overall a 3.6-star experience.
P100897,Vacuum Model 1897,Home&Kitchen|HomeAppliances|Vacuum,"₹5,546","₹13,462",58.8%,3.9,"13,552","Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter.","Customers say: Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter. Overall a 3.9-star experience."
P100898,Laptops Model 1898,Computers&Accessories|Laptops,"₹21,183","₹86,465",75.5%,3.5,"15,078","Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study.","Customers say: Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study. Overall a 3.5-star experience."
P100899,SmartWatches Model 1899,Electronics|WearableTech|SmartWatches,"₹2,076","₹3,663",43.3%,4.5,"7,694","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 4.5-star experience."
P100900,Speakers Model 1900,Electronics|HomeTheater|Speakers,₹908,"₹2,011",54.8%,3.8,"21,403","Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design.","Customers say: Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design. Overall a 3.8-star experience."
P100901,Chargers Model 1901,Electronics|Mobiles&Accessories|Chargers,₹484,"₹1,050",53.9%,3.8,"1,243",Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices.,Customers say: Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices. Overall a 3.8-star experience.
P100902,In-Ear Model 1902,Electronics|Headphones|In-Ear,₹349,₹690,49.4%,3.9,"5,277","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 3.9-star experience."
P100903,Cookware Model 1903,Home&Kitchen|Kitchen&Dining|Cookware,"₹1,015","₹1,856",45.3%,4.3,"10,547","Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface.","Customers say: Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface. Overall a 4.3-star experience."
P100904,SmartWatches Model 1904,Electronics|WearableTech|SmartWatches,"₹1,529","₹3,634",57.9%,4.0,"14,563","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 4.0-star experience."
P100905,SmartWatches Model 1905,Electronics|WearableTech|SmartWatches,"₹1,368","₹2,705",49.4%,4.2,"10,830","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 4.2-star experience."
P100906,Chargers Model 1906,Electronics|Mobiles&Accessories|Chargers,₹637,"₹1,407",54.7%,3.7,"1,679",Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices.,Customers say: Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices. Overall a 3.7-star experience.
P100907,Speakers Model 1907,Electronics|HomeTheater|Speakers,₹568,"₹1,148",50.5%,3.8,"9,776","Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design.","Customers say: Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design. Overall a 3.8-star experience."
P100908,SmartWatches Model 1908,Electronics|WearableTech|SmartWatches,"₹2,808","₹5,433",48.3%,4.4,"8,377","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 4.4-star experience."
P100909,Chargers Model 1909,Electronics|Mobiles&Accessories|Chargers,₹395,₹691,42.8%,4.2,"4,015",Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices.,Customers say: Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices. Overall a 4.2-star experience.
P100910,Cables Model 1910,Computers&Accessories|Accessories|Cables,₹190,₹320,40.4%,4.0,"2,924",High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors.,Customers say: High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors. Overall a 4.0-star experience.
P100911,Accessories Model 1911,Electronics|Cameras|Accessories,₹381,₹810,52.9%,3.7,"7,074","Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards.","Customers say: Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards. Overall a 3.7-star experience."
P100912,Printers Model 1912,OfficeProducts|OfficeElectronics|Printers,"₹5,530","₹15,757",64.9%,3.9,"8,269","Compact wireless printer with fast print speeds, mobile printing, and low running costs.","Customers say: Compact wireless printer with fast print speeds, mobile printing, and low running costs. Overall a 3.9-star experience."
